Week,Home Team,Away Team,Mean Temperature,Rain,Snow,Precipitation Inches,Snowfall Inches,Mean Wind Speed MPH,Dome
3,Dolphins,Falcons,84,TRUE,FALSE,0,0,6,FALSE
3,Eagles,Chiefs,62,FALSE,FALSE,0.01,0,1,FALSE
3,Jets,Bills,64,TRUE,FALSE,0.55,0,8,FALSE
3,Panthers,Giants,69,TRUE,FALSE,0,0,8,FALSE
3,Patriots,Buccaneers,61,TRUE,FALSE,0.5,0,9,FALSE
3,Ravens,Texans,63,FALSE,FALSE,0,0,6,FALSE
3,Redskins,Lions,64,FALSE,FALSE,0,0,4,FALSE
3,Saints,Cardinals,65,FALSE,FALSE,0,0,0,TRUE
3,Seahawks,Jaguars,65,FALSE,FALSE,0,0,0,TRUE
3,Steelers,Bears,56,FALSE,FALSE,0.01,0,6,FALSE
3,Titans,Chargers,64,FALSE,FALSE,0,0,6,FALSE
3,Vikings,Browns,65,FALSE,FALSE,0,0,0,TRUE
4,Bills,Ravens,63,FALSE,FALSE,0,0,6,FALSE
4,Broncos,Eagles,58,FALSE,FALSE,0,0,5,FALSE
4,Browns,Bengals,,FALSE,FALSE,0,0,9,FALSE
4,Buccaneers,Cardinals,78,FALSE,FALSE,0,0,8,FALSE
4,Chargers,Cowboys,71,FALSE,FALSE,0,0,3,FALSE
4,Chiefs,Giants,62,FALSE,FALSE,0.01,0,1,FALSE
4,Falcons,Patriots,65,FALSE,FALSE,0,0,0,TRUE
4,Jaguars,Colts,76,TRUE,FALSE,0,0,12,FALSE
4,Lions,Bears,65,FALSE,FALSE,0,0,0,TRUE
4,Raiders,Redskins,67,FALSE,FALSE,0,0,7,FALSE
4,Rams,49ers,65,FALSE,FALSE,0,0,0,TRUE
4,Saints,Dolphins,65,FALSE,FALSE,0,0,0,TRUE
4,Texans,Seahawks,65,FALSE,FALSE,0,0,0,TRUE
4,Titans,Jets,67,TRUE,FALSE,0.02,0,5,FALSE
4,Vikings,Steelers,65,FALSE,FALSE,0,0,0,TRUE
5,49ers,Texans,70,FALSE,FALSE,0.01,0,5,FALSE
5,Bears,Saints,58,TRUE,FALSE,0.06,0,11,FALSE
5,Bengals,Patriots,64,TRUE,FALSE,2.26,0,6,FALSE
5,Browns,Bills,,TRUE,FALSE,0,0,6,FALSE
5,Cardinals,Panthers,65,FALSE,FALSE,0,0,0,TRUE
5,Colts,Seahawks,65,FALSE,FALSE,0,0,0,TRUE
5,Cowboys,Broncos,65,FALSE,FALSE,0,0,0,TRUE
5,Dolphins,Ravens,82,FALSE,FALSE,0,0,4,FALSE
5,Falcons,Jets,65,FALSE,FALSE,0,0,0,TRUE
5,Giants,Eagles,69,TRUE,FALSE,0,0,6,FALSE
5,Packers,Lions,57,TRUE,FALSE,0.02,0,9,FALSE
5,Raiders,Chargers,66,FALSE,FALSE,0,0,5,FALSE
5,Rams,Jaguars,65,FALSE,FALSE,0,0,0,TRUE
5,Titans,Chiefs,65,TRUE,FALSE,0.92,0,7,FALSE
6,49ers,Cardinals,62,FALSE,FALSE,0,0,7,FALSE
6,Bears,Giants,63,FALSE,FALSE,0,0,4,FALSE
6,Bills,Bengals,63,TRUE,FALSE,0.32,0,7,FALSE
6,Broncos,Jaguars,49,TRUE,FALSE,0,0,9,FALSE
6,Browns,Lions,,TRUE,FALSE,0,0,8,FALSE
6,Buccaneers,Eagles,76,FALSE,FALSE,0,0,3,FALSE
6,Chargers,Colts,65,FALSE,FALSE,0,0,5,FALSE
6,Chiefs,Raiders,58,FALSE,FALSE,0,0,3,FALSE
6,Cowboys,Redskins,65,FALSE,FALSE,0,0,0,TRUE
6,Jets,Steelers,62,FALSE,FALSE,0,0,8,FALSE
6,Patriots,Saints,48,FALSE,FALSE,0,0,3,FALSE
6,Ravens,Packers,61,TRUE,FALSE,0.1,0,10,FALSE
6,Seahawks,Titans,65,FALSE,FALSE,0,0,0,TRUE
6,Texans,Rams,65,FALSE,FALSE,0,0,0,TRUE
6,Vikings,Panthers,65,FALSE,FALSE,0,0,0,TRUE
7,Cardinals,Seahawks,65,FALSE,FALSE,0,0,0,TRUE
7,Chiefs,Texans,58,FALSE,FALSE,0,0,8,FALSE
7,Colts,Broncos,65,FALSE,FALSE,0,0,0,TRUE
7,Dolphins,Bills,84,TRUE,FALSE,0.15,0,2,FALSE
7,Eagles,Cowboys,54,FALSE,FALSE,0.01,0,9,FALSE
7,Falcons,Buccaneers,65,FALSE,FALSE,0,0,0,TRUE
7,Giants,Vikings,57,FALSE,FALSE,0,0,3,FALSE
7,Jaguars,Chargers,74,TRUE,FALSE,0,0,10,FALSE
7,Jets,Patriots,57,FALSE,FALSE,0,0,8,FALSE
7,Lions,Bengals,65,FALSE,FALSE,0,0,0,TRUE
7,Packers,Browns,40,TRUE,FALSE,0.04,0,6,FALSE
7,Panthers,Rams,57,FALSE,FALSE,0,0,4,FALSE
7,Redskins,Bears,54,FALSE,FALSE,0,0,6,FALSE
7,Steelers,Ravens,47,FALSE,FALSE,0,0,10,FALSE
7,Titans,49ers,50,FALSE,FALSE,0,0,3,FALSE
8,Bengals,Jets,44,FALSE,FALSE,0,0,0,FALSE
8,Broncos,Redskins,52,FALSE,FALSE,0,0,6,FALSE
8,Buccaneers,Panthers,66,FALSE,FALSE,0,0,9,FALSE
8,Cardinals,Falcons,65,FALSE,FALSE,0,0,0,TRUE
8,Chiefs,Browns,49,FALSE,FALSE,0,0,2,FALSE
8,Eagles,Giants,52,FALSE,FALSE,0,0,9,FALSE
8,Jaguars,49ers,62,FALSE,FALSE,0,0,5,FALSE
8,Lions,Cowboys,65,FALSE,FALSE,0,0,0,TRUE
8,Patriots,Dolphins,47,TRUE,FALSE,0.03,0,5,FALSE
8,Raiders,Steelers,56,FALSE,FALSE,0.01,0,17,FALSE
8,Rams,Seahawks,65,FALSE,FALSE,0,0,0,TRUE
8,Saints,Bills,65,FALSE,FALSE,0,0,0,TRUE
8,Vikings,Packers,65,FALSE,FALSE,0,0,0,TRUE
9,Bills,Chiefs,34,FALSE,FALSE,0,0,6,FALSE
9,Browns,Ravens,,FALSE,FALSE,0,0,12,FALSE
9,Cowboys,Vikings,65,FALSE,FALSE,0,0,0,TRUE
9,Dolphins,Bengals,81,FALSE,FALSE,0.01,0,10,FALSE
9,Jets,Saints,46,FALSE,FALSE,0,0,7,FALSE
9,Packers,Bears,48,TRUE,FALSE,0,0,16,FALSE
9,Panthers,Falcons,49,FALSE,FALSE,0,0,8,FALSE
9,Patriots,Steelers,42,TRUE,FALSE,0,0,6,FALSE
9,Raiders,Eagles,54,FALSE,FALSE,0,0,7,FALSE
9,Rams,Titans,65,FALSE,FALSE,0,0,0,TRUE
9,Redskins,Chargers,50,FALSE,FALSE,0,0,4,FALSE
9,Seahawks,Buccaneers,65,FALSE,FALSE,0,0,0,TRUE
9,Texans,Colts,65,FALSE,FALSE,0,0,0,TRUE
10,49ers,Panthers,58,FALSE,FALSE,0,0,5,FALSE
10,Bears,Lions,42,FALSE,FALSE,0,0,9,FALSE
10,Buccaneers,Dolphins,72,FALSE,FALSE,0,0,8,FALSE
10,Cardinals,Texans,65,FALSE,FALSE,0,0,0,TRUE
10,Chargers,Broncos,69,FALSE,FALSE,0,0,3,FALSE
10,Colts,Rams,65,FALSE,FALSE,0,0,0,TRUE
10,Falcons,Seahawks,65,FALSE,FALSE,0,0,0,TRUE
10,Giants,Raiders,50,TRUE,FALSE,0,0,10,FALSE
10,Packers,Eagles,42,TRUE,FALSE,0,0,12,FALSE
10,Ravens,Bengals,50,FALSE,FALSE,0,0,12,FALSE
10,Saints,Cowboys,65,FALSE,FALSE,0,0,0,TRUE
10,Steelers,Bills,45,FALSE,FALSE,0,0,16,FALSE
10,Titans,Jaguars,53,FALSE,FALSE,0,0,5,FALSE
10,Vikings,Redskins,65,FALSE,FALSE,0,0,0,TRUE
11,Bears,Ravens,56,TRUE,FALSE,0.77,0,21,FALSE
11,Bengals,Browns,59,TRUE,FALSE,1.36,0,13,FALSE
11,Bills,Jets,58,TRUE,FALSE,0.42,0,17,FALSE
11,Broncos,Chiefs,41,FALSE,FALSE,0,0,12,FALSE
11,Buccaneers,Falcons,75,FALSE,FALSE,0,0,5,FALSE
11,Dolphins,Chargers,80,FALSE,FALSE,0,0,10,FALSE
11,Eagles,Redskins,60,FALSE,FALSE,0,0,3,FALSE
11,Giants,Packers,56,TRUE,FALSE,0,0,1,FALSE
11,Jaguars,Cardinals,74,TRUE,FALSE,0.21,0,5,FALSE
11,Panthers,Patriots,66,TRUE,FALSE,0.03,0,9,FALSE
11,Saints,49ers,65,FALSE,FALSE,0,0,0,TRUE
11,Seahawks,Vikings,65,FALSE,FALSE,0,0,0,TRUE
11,Steelers,Lions,57,TRUE,FALSE,0.67,0,10,FALSE
11,Texans,Raiders,65,FALSE,FALSE,0,0,0,TRUE
11,Titans,Colts,41,FALSE,FALSE,0,0,5,FALSE
12,Browns,Steelers,,FALSE,FALSE,0,0,19,FALSE
12,Cardinals,Colts,65,FALSE,FALSE,0,0,0,TRUE
12,Chiefs,Chargers,22,FALSE,FALSE,0,0,6,FALSE
12,Dolphins,Panthers,77,TRUE,FALSE,0.1,0,7,FALSE
12,Falcons,Saints,65,FALSE,FALSE,0,0,0,TRUE
12,Giants,Cowboys,27,FALSE,FALSE,0,0,16,FALSE
12,Lions,Buccaneers,65,FALSE,FALSE,0,0,0,TRUE
12,Packers,Vikings,17,FALSE,FALSE,0,0,12,FALSE
12,Patriots,Broncos,24,FALSE,TRUE,0,0,18,FALSE
12,Raiders,Titans,50,FALSE,FALSE,0,0,3,FALSE
12,Rams,Bears,65,FALSE,FALSE,0,0,0,TRUE
12,Ravens,Jets,27,FALSE,FALSE,0,0,15,FALSE
12,Redskins,49ers,30,FALSE,FALSE,0,0,4,FALSE
12,Texans,Jaguars,65,FALSE,FALSE,0,0,0,TRUE
13,49ers,Rams,57,FALSE,FALSE,0,0,4,FALSE
13,Bills,Falcons,36,TRUE,FALSE,0,0,7,FALSE
13,Browns,Jaguars,,FALSE,FALSE,0,0,6,FALSE
13,Chargers,Bengals,65,FALSE,FALSE,0,0,3,FALSE
13,Chiefs,Broncos,41,FALSE,FALSE,0,0,0,FALSE
13,Colts,Titans,65,FALSE,FALSE,0,0,0,TRUE
13,Cowboys,Raiders,65,FALSE,FALSE,0,0,0,TRUE
13,Eagles,Cardinals,39,FALSE,FALSE,0,0,2,FALSE
13,Jets,Dolphins,43,FALSE,FALSE,0,0,3,FALSE
13,Lions,Packers,65,FALSE,FALSE,0,0,0,TRUE
13,Panthers,Buccaneers,42,FALSE,FALSE,0,0,2,FALSE
13,Ravens,Steelers,31,FALSE,FALSE,0,0,7,FALSE
13,Redskins,Giants,38,FALSE,FALSE,0,0,0,FALSE
13,Seahawks,Saints,65,FALSE,FALSE,0,0,0,TRUE
13,Texans,Patriots,65,FALSE,FALSE,0,0,0,TRUE
13,Vikings,Bears,65,FALSE,FALSE,0,0,0,TRUE
14,49ers,Seahawks,42,FALSE,FALSE,0,0,10,FALSE
14,Bears,Cowboys,15,FALSE,TRUE,0,0,14,FALSE
14,Bengals,Colts,26,TRUE,TRUE,0.04,0,6,FALSE
14,Broncos,Titans,8,FALSE,TRUE,0.01,0,3,FALSE
14,Buccaneers,Bills,73,FALSE,FALSE,0,0,3,FALSE
14,Cardinals,Rams,65,FALSE,FALSE,0,0,0,TRUE
14,Chargers,Giants,55,FALSE,FALSE,0,0,9,FALSE
14,Eagles,Lions,30,TRUE,TRUE,0.4,0,7,FALSE
14,Jaguars,Texans,72,FALSE,FALSE,0,0,4,FALSE
14,Jets,Raiders,31,FALSE,TRUE,0.04,0,5,FALSE
14,Packers,Falcons,9,FALSE,TRUE,0.13,2.2,7,FALSE
14,Patriots,Browns,26,FALSE,FALSE,0,0,3,FALSE
14,Ravens,Vikings,29,TRUE,TRUE,0.56,1.6,7,FALSE
14,Redskins,Chiefs,30,FALSE,FALSE,0,0,3,FALSE
14,Saints,Panthers,65,FALSE,FALSE,0,0,0,TRUE
14,Steelers,Dolphins,24,TRUE,TRUE,0.09,0,6,FALSE
15,Broncos,Chargers,37,FALSE,FALSE,0,0,5,FALSE
15,Browns,Bears,,FALSE,FALSE,0,0,12,FALSE
15,Buccaneers,49ers,64,TRUE,FALSE,0.04,0,8,FALSE
15,Colts,Texans,65,FALSE,FALSE,0,0,0,TRUE
15,Cowboys,Packers,65,FALSE,FALSE,0,0,0,TRUE
15,Dolphins,Patriots,80,FALSE,FALSE,0,0,8,FALSE
15,Falcons,Redskins,65,FALSE,FALSE,0,0,0,TRUE
15,Giants,Seahawks,34,TRUE,FALSE,0.47,0,8,FALSE
15,Jaguars,Bills,58,TRUE,FALSE,0.33,0,9,FALSE
15,Lions,Ravens,65,FALSE,FALSE,0,0,0,TRUE
15,Panthers,Jets,43,TRUE,FALSE,0.01,0,6,FALSE
15,Raiders,Chiefs,46,FALSE,FALSE,0,0,2,FALSE
15,Rams,Saints,65,FALSE,FALSE,0,0,0,TRUE
15,Steelers,Bengals,30,TRUE,TRUE,0.02,0,13,FALSE
15,Titans,Cardinals,32,FALSE,FALSE,0,0,8,FALSE
15,Vikings,Eagles,65,FALSE,FALSE,0,0,0,TRUE
16,49ers,Falcons,52,FALSE,FALSE,0,0,1,FALSE
16,Bengals,Vikings,52,TRUE,FALSE,0.36,0,13,FALSE
16,Bills,Dolphins,37,TRUE,FALSE,1.38,0,15,FALSE
16,Chargers,Raiders,58,FALSE,FALSE,0,0,2,FALSE
16,Chiefs,Colts,22,FALSE,TRUE,0.01,0,9,FALSE
16,Eagles,Bears,66,TRUE,FALSE,0.1,0,12,FALSE
16,Jaguars,Titans,76,FALSE,FALSE,0,0,10,FALSE
16,Jets,Browns,62,TRUE,FALSE,0.05,0,7,FALSE
16,Lions,Giants,65,FALSE,FALSE,0,0,0,TRUE
16,Packers,Steelers,23,FALSE,TRUE,0.37,6,13,FALSE
16,Panthers,Saints,67,TRUE,FALSE,1.44,0,13,FALSE
16,Rams,Buccaneers,65,FALSE,FALSE,0,0,0,TRUE
16,Ravens,Patriots,67,TRUE,FALSE,0.24,0,10,FALSE
16,Redskins,Cowboys,67,FALSE,FALSE,0,0,7,FALSE
16,Seahawks,Cardinals,65,FALSE,FALSE,0,0,0,TRUE
16,Texans,Broncos,65,FALSE,FALSE,0,0,0,TRUE
17,Bears,Packers,26,FALSE,TRUE,0,0,13,FALSE
17,Bengals,Ravens,50,TRUE,FALSE,0.29,0,3,FALSE
17,Cardinals,49ers,65,FALSE,FALSE,0,0,0,TRUE
17,Chargers,Chiefs,59,FALSE,FALSE,0,0,3,FALSE
17,Colts,Jaguars,65,FALSE,FALSE,0,0,0,TRUE
17,Cowboys,Eagles,65,FALSE,FALSE,0,0,0,TRUE
17,Dolphins,Jets,77,TRUE,FALSE,0,0,8,FALSE
17,Falcons,Panthers,65,FALSE,FALSE,0,0,0,TRUE
17,Giants,Redskins,41,TRUE,FALSE,1.09,0,5,FALSE
17,Patriots,Bills,33,TRUE,TRUE,1,0,3,FALSE
17,Raiders,Broncos,53,FALSE,FALSE,0,0,5,FALSE
17,Saints,Buccaneers,65,FALSE,FALSE,0,0,0,TRUE
17,Seahawks,Rams,65,FALSE,FALSE,0,0,0,TRUE
17,Steelers,Browns,42,TRUE,FALSE,0.66,0,8,FALSE
17,Titans,Texans,45,TRUE,FALSE,0.36,0,6,FALSE
17,Vikings,Lions,65,FALSE,FALSE,0,0,0,TRUE
